"opportunity_id","opportunity_name","institution_name","program_type","country","region","nationality_eligibility","target_career_stage","target_demographics","field_of_study","minimum_education","age_restrictions","gender_focus","language_requirements","citizenship_required","work_experience_required","currency_code","funding_amount_min","funding_amount_max","funding_amount_typical","funding_covers","duration_months","renewable","payment_schedule","application_deadline","deadline_frequency","next_deadline","start_date","is_cohort_based","cohort_size","application_opens","notification_date","application_method","requires_proposal","requires_letters","requires_transcripts","requires_cv","requires_interview","nomination_required","requires_host","application_fee","selection_criteria","includes_mentorship","includes_networking","includes_training","includes_travel","career_support","alumni_network","equipment_access","official_website","application_url","additional_info_url","last_verified_date","special_features","notes","african_countries_eligible","citizenship_requirements","residency_requirements","age_limit","academic_level","career_stage","minimum_gpa","work_experience_minimum","award_amount_min","award_amount_max","award_currency","funding_duration_months","funding_type","tuition_coverage","stipend_amount","health_insurance_included","travel_allowance_included","research_budget_included","number_of_awards","program_start_date","application_process","required_documents","interview_required","acceptance_rate","mentorship_included","networking_opportunities","professional_development","cohort_based","mobility_requirements","teaching_requirements","research_requirements","publication_requirements","extension_possible","application_portal","contact_email","contact_phone","data_source"
"BATCH2_011","Karolinska Institute Global Master's Scholarships","Karolinska Institutet","Scholarship","Sweden","Europe","Open to all (non-EU/EEA fee-paying students)","Master's","All","Health Sciences | Public Health | Biomedicine","Bachelor's","","All","English","No","","SEK","","","160000.0","Tuition fee only","24","No","Per semester","2026-02-25","Annual","2026-02-25","2026-08-01","No","10","2026-02-10","2026-04-15","Online portal","No","2","Yes","Yes","No","No","No","","Academic excellence | Admission to KI global master program","No","Yes","No","No","No","Yes","Lab access | Research facilities","https://education.ki.se/bachelors-masters-studies/scholarships/","https://education.ki.se/","https://education.ki.se/bachelors-masters-studies/scholarships/the-ki-global-masters-scholarships-for-fee-paying-students","2026-02-13","Merit-based scholarships covering full tuition fee; Approximately 10 scholarships annually; One of world's leading medical universities; Nobel Prize institution","Must first be admitted to KI global master program; Does not cover living costs; Application window February 10-25 2026; All KI global masters programs eligible except Erasmus Mundus joint degrees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BATCH2_012","University of Copenhagen Excellence Scholarships","University of Copenhagen","Scholarship","Denmark","Europe","Open to all (non-EU/EEA)","Master's","All","All Fields","Bachelor's","","All","English","No","","DKK","","","120000.0","Tuition + Living allowance","24","No","Per semester","2026-01-15","Annual","2026-01-15","2026-09-01","No","Not specified","2025-11-01","2026-04-01","Online portal (via UCPH admission)","Yes","2","Yes","Yes","No","No","No","","Outstanding academic records | Admission to UCPH master program","No","Yes","No","No","No","Yes","Library access | Research facilities","https://www.ku.dk/studies/masters/application-and-admission/scholarships","https://www.ku.dk/english/","https://www.ku.dk/studies/","2026-02-13","Competitive scholarships for highly talented students; Covers full or partial tuition plus living allowance; Must be admitted to UCPH master program first; One of Scandinavia's leading universities","Full tuition waiver plus monthly living allowance; Automatic consideration through admission; Must apply to UCPH by January 15; Notification typically in April; Strong research environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BATCH2_013","ERC Starting Grants","European Research Council","Research Grant","Multiple","Europe","Open to all","Early Career","Early Career Researchers","All Fields","PhD","2-7 years post-PhD","All","English","No","","EUR","","","1500000.0","Research costs + PI salary + Team costs","60","No","As needed","2025-10-30","Annual","2025-10-30","Flexible","No","Not specified","2025-09-01","2026-03-01","Online portal","Yes","No","No","Yes","No","No","Yes","","Scientific excellence | Groundbreaking nature of research | Feasibility","Yes","Yes","No","No","No","Yes","Research infrastructure","https://erc.europa.eu/apply-grant/starting-grant","https://ec.europa.eu/info/funding-tenders/opportunities/portal/","https://erc.europa.eu/","2026-02-13","Prestigious grants for talented early-career researchers (2-7 years post-PhD); Up to €1.5 million over 5 years; €705 million budgeted for ~450 grants in 2026; Focus on groundbreaking frontier research","Supports any field of research; Must have track record showing research independence; Can be carried out in any ERC member or associated country; Host institution must be in Europe; High success rate of ~13%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BATCH2_014","Visegrad Scholarship Program","International Visegrad Fund","Scholarship","Multiple","Europe","Regional: V4 countries + Western Balkans + Eastern Partnership countries","Master's | Postdoc","All","All Fields","Bachelor's","","All","English | Czech | Hungarian | Polish | Slovak","No","","EUR","","","3000.0","Stipend + Tuition waiver","6-12","No","Per semester","Rolling","Rolling","Rolling","Flexible","No","Not specified","Rolling","Rolling","Online portal","Yes","2","Yes","Yes","No","No","Yes","","Academic merit | Research quality | Regional cooperation","No","Yes","No","No","No","No","Research facilities","https://www.visegradfund.org/apply/mobilities/visegrad-scholarships/","https://www.visegradfund.org/","https://www.visegradfund.org/news/","2026-02-13","Supports mobility between Visegrad Group countries (Czech Republic Hungary Poland Slovakia) and partner regions; €3000 per semester stipend; Tuition fees covered by host university","Rolling deadlines throughout the year; Supports 1-2 semesters; Must secure host university acceptance; Focus on Central European cooperation; All disciplines and languages eligible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BATCH2_015","Netherlands Fellowship Programmes (NFP)","Dutch Ministry of Foreign Affairs","Fellowship","Netherlands","Europe","Regional: 51 developing countries","Master's","All","Specific: development-oriented fields","Bachelor's","","All","English","No","Varies","EUR","","","30000.0","Tuition + Living costs + Travel + Insurance","12-24","No","Monthly","Varies by institution","Annual","Varies by institution","Flexible","No","Not specified","Varies by institution","Varies by institution","Through Dutch institution","Yes","2","Yes","Yes","No","No","Yes","","Development impact | Professional experience | Organizational support","No","Yes","Yes","Yes","Yes","No","Not specified","https://www.nuffic.nl/en/subjects/netherlands-fellowship-programmes","https://www.nuffic.nl/en/","https://www.studyinnl.org/finances/","2026-02-13","Demand-driven fellowship for capacity building in organizations; Priority for candidates from 51 developing countries; Focus on development-oriented courses; Must be nominated by employer organization","Fully funded including travel stipend and insurance; Strengthens organizations through trained personnel; Must return to nominating organization; Managed by Nuffic; Various Dutch universities participate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OP0031","Vanier Canada Graduate Scholarships","Canadian Federal Government - CIHR/NSERC/SSHRC","Scholarship","Canada","North America","Open to all","","","All fields","","","","English or French proficiency required","","No","","","","","","","Non-renewable - 3 years fixed","","Early November 2026","","","","","","July 2026","April 2027","","","","","","","","","No fee","Academic excellence (50%) + research potential (25%) + leadership (25%)","","","","","","","","https://vanier.gc.ca/en/home-accueil.html","","","2026-02-13","","CAD 150k total over 3 years; prestigious Canadian PhD award; must be nominated by institution","All African countries eligible","Canadian citizen OR permanent resident OR international student","Must be nominated by Canadian institution with quota","","Doctoral (PhD)","Early-career doctoral","Not specified","Not applicable","50000","50000","CAD","36","Scholarship","Full tuition covered","50000 CAD per year","Yes","Yes","Yes","166 awards annually","September 2027","Institutional nomination required then national competition","CV, research proposal, transcripts, 2 reference letters, leadership statement","Yes - institutional stage","4-5%","Yes","Yes","Yes","Yes","Must study in Canada","No","Yes - research PhD","No","No","https://vanier.gc.ca/en/nomination_process-processus_de_mise_en_candidature.html","vanier@cihr-irsc.gc.ca","+1-613-954-1968","Official website verified 2026-02-13"
"OP0032","Banting Postdoctoral Fellowships","Canadian Federal Government - CIHR/NSERC/SSHRC","Fellowship","Canada","North America","Open to all","","","Health research OR natural sciences OR social sciences & humanities","","","","English or French proficiency","","No","","","","","","","Non-renewable - 2 years fixed","","September 15 2026","","","","","","July 2026","February 2027","","","","","","","","","No fee","Excellence of researcher (50%) + quality of proposal (40%) + alignment with agency mandate (10%)","","","","","","","","https://banting.fellowships-bourses.gc.ca/en/home-accueil.html","","","2026-02-13","","CAD 140k total over 2 years; Canada's premier postdoctoral fellowship; health/natural/social sciences","All African countries eligible","Canadian citizen OR permanent resident OR international scholar","Must hold postdoc position at eligible Canadian institution","","Postdoctoral","Postdoctoral researcher","Not specified","Not applicable","70000","70000","CAD","24","Fellowship","Not applicable - postdoc","70000 CAD per year","Not specified","Yes","Yes - up to 20k research allowance","70 awards annually (23 per agency)","April-July 2027","Institutional nomination required","CV, research statement, up to 5 publications, 2 reference letters, institutional support letter","Yes - institutional","5%","Yes","Yes","Yes","Yes","Must conduct research in Canada","No","Yes - postdoc research","No","No","https://banting.fellowships-bourses.gc.ca/en/app-dem_guide.html","banting@cihr-irsc.gc.ca","+1-613-954-1968","Official website verified 2026-02-13"
"OP0034","IDRC Research Awards","International Development Research Centre (Canada)","Research Grant","Canada","North America","Canadian citizens OR permanent residents OR developing country nationals","","","Development-related research (health/environment/policy/ICT)","","","","English or French proficiency","","No","","","","","","","Non-renewable - 12 months","","April 15 2026","","","","","","January 2026","June 2026","","","","","","","","","No fee","Research quality + development impact + feasibility + capacity building","","","","","","","","https://idrc-crdi.ca/en/funding","","","2026-02-13","","Supports field research in developing countries; strong Africa focus; thesis research support","All African countries eligible","Canadian citizen OR permanent resident OR citizen of developing country","Must be enrolled at Canadian university","","Master's OR Doctoral","Graduate researcher","Not specified","Not applicable","15000","20000","CAD","12","Research Grant","Partial support","15000-20000 CAD research allowance","Not specified","Yes - to field site","Yes - field research costs","5-10 awards annually","September 2026","Direct online application","Research proposal (up to 15 pages), CV, transcripts, supervisor letter, 2 reference letters, budget","No","~10%","Yes - supervisor","Yes","Yes - research training","No","Must conduct field research in developing country","No","Yes - thesis research in developing region","No","Possible with justification","https://idrc-crdi.ca/en/funding/idrc-research-awards","awards@idrc.ca","+1-613-236-6163","Official IDRC website verified 2026-02-13"
"OP0035","McCall MacBain Scholarship","McGill University","Scholarship","Canada","North America","Open to all","","","Over 150 fields (MA/MBA/MEng/MSc/MSW/LLM/etc)","","","","English proficiency required (McGill instruction)","","No","","","","","","","Renewable for program duration","","June 1 2026","","","","","","February 2026","December 2026","","","","","","","","","No fee","Leadership + academic excellence + engagement + character","","","","","","","","https://www.mcgill.ca/gradapplicants/funding/external/mccall-macbain-scholarship","","","2026-02-13","","Total value ~CAD 100k+ over 2 years; 10 international full scholarships; leadership development; McGill #1 in Canada","All African countries eligible","No restrictions - open internationally","Must attend McGill University","","Master's OR Second-entry professional degree","Graduate student","Not specified","Not applicable","27600","27600","CAD","Varies by program (typically 24)","Scholarship","Full tuition & fees covered","2300 CAD per month during academic terms","Health insurance included","Yes - relocation grant provided","Optional summer funding up to 5000 CAD","130 total awards: 30 full scholarships + 100 finalist/regional","Summer/Fall 2027","Online application via McCall MacBain portal","Essay responses, CV, transcripts, 2-3 reference letters, video introduction, leadership examples","Yes - multiple interview rounds","~2% for full scholarship","Yes - dedicated mentorship","Yes - extensive network","Yes - leadership development program","Yes - cohort-based","Must study at McGill (Montreal)","No","Not mandatory but encouraged","No","No","https://www.mccallmacbain.org/the-scholarship/","scholars@mccallmacbain.org","Not specified","Official website verified 2026-02-13"
"OP0037","Fulbright U.S. Student Program","U.S. Department of State Bureau of Educational & Cultural Affairs","Fellowship","United States","North America","U.S. citizens only","","","All fields","","","","English + host country language recommended","","No","","","","","","","Non-renewable - one-time award","","Mid-October 2026","","","","","","March 2026","March-April 2027","","","","","","","","","No fee","Academic/professional achievement + feasibility of project + ambassador potential + country knowledge","","","","","","","","https://us.fulbrightonline.org/","","","2026-02-13","","Over 400k alumni since 1946; 62 Nobel laureates; available in 140+ countries including all African nations; research/study/teaching","All African countries available as host locations","U.S. citizen","No restrictions","","Bachelor's degree holders OR graduate students","Graduate student OR recent graduate","Not specified","Not applicable","Not specified","40000","USD","Varies (9-12 months typically)","Fellowship","Varies by country","Monthly stipend varies by country (approx. 1500-3000 USD/month)","Yes","Yes - round-trip travel","Yes - research allowance","~1900 awards annually to 140+ countries","August-September 2027","Online application via Fulbright portal","Statement of purpose, personal statement, CV, transcripts, 3 reference letters, project proposal, affiliation letter","Yes - if shortlisted","~20%","Yes","Yes - global Fulbright network","Yes - cultural exchange","Yes - annual cohort","Must conduct research/study in host country","No - but encouraged","Yes - research or study project","No","No","https://apply.iie.org/","fulbright@state.gov","+1-202-632-3238","Official Fulbright website verified 2026-02-13"
"OP0038","Ford Foundation Fellowship (Predoctoral)","National Academies of Sciences Engineering & Medicine","Fellowship","United States","North America","U.S. citizens OR nationals OR DACA students","","","Research-based doctorate in STEM or social sciences","","","","English proficiency","","No","","","","","","","Renewable annually for 3 years","","Early December 2026","","","","","","September 2026","March 2027","","","","","","","","","No fee","Academic excellence + commitment to diversity + research potential + overcoming barriers","","","","","","","","https://www.nationalacademies.org/our-work/ford-foundation-fellowships","","","2026-02-13","","USD 81k total over 3 years; focuses on underrepresented groups in academia; diversity in research","Not specifically African-focused but open","U.S. citizen OR U.S. national OR DACA recipient","Must attend accredited U.S. institution","","Doctoral (PhD or ScD)","Graduate student - PhD track","Not specified","Not applicable","27000","27000","USD","36","Fellowship","Not specified","27000 USD per year stipend","Not specified","Conference travel support","Institutional allowance 2000 USD","60 awards annually","August-September 2027","Online application via National Academies portal","Personal statement, previous research, research plan, transcripts, 3 reference letters","No - paper review only","~4%","Yes","Yes - Fellows community","Yes - annual conference","Yes - Fellows cohort","Must study in U.S.","No","Yes - doctoral research","No","No","https://nrc58.nas.edu/FordFellows20/ExtRpts/PressReleaseRoster.aspx?RptMode=AW","FordFellowships@nas.edu","+1-202-334-2872","Official National Academies website verified 2026-02-13"
"OP0039","Cornell University Graduate School Fellowships","Cornell University","Fellowship","United States","North America","Open to all","","","All fields","","","","English proficiency (TOEFL/IELTS)","","No","","","","","","","Renewable annually for 5-6 years (PhD)","","December 1 2025 (most programs)","","","","","","October 2025","February-March 2026","","","","","","","","","Application fee ~105 USD","Academic merit + research fit + potential for impact","","","","","","","","https://gradschool.cornell.edu/financial-support/graduate-funding-and-enrollment/","","","2026-02-13","","97% PhD funding rate; 2026-27 stipend $60719/year; full tuition + health insurance; Ivy League institution","All African countries eligible","No restrictions - international welcome","Must be admitted to Cornell graduate program","","Doctoral (PhD)","Graduate student","Not specified","Not applicable","60719","60719","USD","12","Fellowship","Full tuition waiver","60719 USD per year (2026-27 rate)","Yes","Not specified","Not specified","97% of PhD students receive full funding","August 2026","Apply via Cornell Graduate School online system","Statement of purpose, CV, transcripts, 3 reference letters, writing sample (if required), GRE (optional for most)","Varies by program","Varies by program (10-25%)","Yes","Yes","Yes","Yes - by cohort year","Must be enrolled at Cornell","Varies by field","Yes","No","Yes - up to 6-7 years with justification","https://gradschool.cornell.edu/admissions/","gradadmissions@cornell.edu","+1-607-255-4884","Official Cornell Graduate School website verified 2026-02-13"
"OP0040","Princeton University Graduate Fellowships","Princeton University","Fellowship","United States","North America","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","Renewable annually for 5 years (most programs)","","December 1-15 2025 (varies by dept)","","","","","","September 2025","February-March 2026","","","","","","","","","Application fee ~90 USD","Academic excellence + research potential + fit with faculty + intellectual ambition","","","","","","","","https://gradschool.princeton.edu/financial-support/fellowships","","","2026-02-13","","All admitted PhD students funded; $46-48k/year stipend; full tuition + health; Ivy League; #1 U.S. News ranking","All African countries eligible","No restrictions - international welcome","Must be admitted to Princeton PhD program","","Doctoral (PhD)","Graduate student","Not specified","Not applicable","46000","48000","USD","12","Fellowship","Full tuition waiver","46000-48000 USD per year","Yes","Not specified","Not specified","All admitted PhD students receive full funding","September 2026","Apply via Princeton Graduate School online portal","Statement of purpose, CV, transcripts, 3 reference letters, writing sample (humanities), GRE (optional most depts)","Varies by program","~5%","Yes","Yes","Yes","Yes - by cohort","Must be enrolled at Princeton","No for first 2 years; may TA years 3+","Yes","No","Possible for 6th year with dept approval","https://gradschool.princeton.edu/admission","gradschool@princeton.edu","+1-609-258-3034","Official Princeton Graduate School website verified 2026-02-13"
"OP0041","Yale University Graduate School Fellowships","Yale University","Fellowship","United States","North America","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","Renewable annually for 5 years","","December 15 2025 (most programs) OR January 2 2026","","","","","","September 2025","March-April 2026","","","","","","","","","Application fee ~105 USD","Academic excellence + research potential + intellectual curiosity + alignment with faculty","","","","","","","","https://gsas.yale.edu/financial-support","","","2026-02-13","","All PhD students funded 5-6 years; $43.5k/year stipend (2025-26); full tuition + health insurance; Ivy League","All African countries eligible","No restrictions - international welcome","Must be admitted to Yale PhD program","","Doctoral (PhD)","Graduate student","Not specified","Not applicable","43500","43500","USD","12","Fellowship","Full tuition waiver","43500 USD per year (2025-26 rate)","Yes","Not specified","Not specified","All PhD students receive full funding for 5-6 years","August 2026","Apply via Yale Graduate School online application","Statement of purpose, CV, transcripts, 3 reference letters, writing sample (humanities/social sciences), GRE (optional)","Varies by program","~6%","Yes","Yes","Yes","Yes - by cohort","Must be enrolled at Yale","No for first 2 years; may TA later","Yes","No","Possible 6th year with justification","https://apply.grad.yale.edu/","graduate.admissions@yale.edu","+1-203-432-2771","Official Yale GSAS website verified 2026-02-13"
"OP0042","MIT Presidential Fellowship","Massachusetts Institute of Technology","Fellowship","United States","North America","Open to all","","","STEM fields (science/technology/engineering/mathematics)","","","","English proficiency required","","No","","","","","","","Typically first year; then RA/TA support years 2-5","","December 1-15 2025 (dept deadlines)","","","","","","September 2025","February-March 2026","","","","","","","","","Application fee ~75 USD","Exceptional academic record + research potential + leadership + alignment with MIT mission + diversity","","","","","","","","https://oge.mit.edu/finances/fellowships/","","","2026-02-13","","Top 10% of admitted PhD class; first-year premium fellowship; full funding continues 5 years; leading STEM institution","All African countries eligible","No restrictions - international welcome","Must be admitted to MIT PhD program","","Doctoral (PhD)","First-year PhD student","Not specified","Not applicable","50000","50000","USD","12","Fellowship","Full tuition waiver","50000 USD per year (first year)","Yes","Not specified","Research funding included","~150 awards annually to top incoming PhD students","September 2026","Apply via MIT Graduate Admissions online portal","Statement of purpose, CV, transcripts, 3 reference letters, GRE (some depts), video intro (some depts)","Varies by department","~3% overall","Yes","Yes","Yes","Yes - by cohort","Must be enrolled at MIT","No for first year; may TA/RA later","Yes","No","Support continues 5 years total","https://gradadmissions.mit.edu/","gradinfo@mit.edu","+1-617-253-4897","Official MIT Graduate Education website verified 2026-02-13"
"OP0043","Stanford Graduate Fellowships (SGF)","Stanford University","Fellowship","United States","North America","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","Renewable annually for 3 years (SGF); then RA/TA years 4-5","","December 1-3 2025 (varies by dept)","","","","","","September 2025","February-March 2026","","","","","","","","","Application fee ~125 USD","Academic excellence + research vision + potential for innovation + fit with Stanford + broader impact","","","","","","","","https://graddiversity.stanford.edu/stanford-graduate-fellowship-sgf","","","2026-02-13","","First 3 years guaranteed fellowship (SGF); years 4-5 RA/TA; $50-52k/year; full tuition + benefits; top-tier research university","All African countries eligible","No restrictions - international welcome","Must be admitted to Stanford PhD program","","Doctoral (PhD)","First three years of PhD","Not specified","Not applicable","50000","52000","USD","36","Fellowship","Full tuition waiver","50000-52000 USD per year (varies by year)","Yes","Not specified","Not specified","All PhD students receive 5 years funding; SGF for first 3 years","September 2026","Apply via Stanford Graduate Admissions online portal","Statement of purpose, CV, transcripts, 3 reference letters, writing sample (some), GRE (optional most depts)","Varies by program","~2-5% depending on program","Yes","Yes","Yes","Yes - by cohort","Must be enrolled at Stanford","No for first 3 years (SGF); may TA/RA years 4-5","Yes","No","5 years total support guaranteed","https://gradadmissions.stanford.edu/","gradadmissions@stanford.edu","+1-650-723-4291","Official Stanford Graduate Admissions website verified 2026-02-13"
"OP0044","University of Toronto Graduate Scholarships","University of Toronto","Scholarship","Canada","North America","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","Varies by award (many renewable annually)","","Varies by award (typically Dec-Feb)","","","","","","October 2025","March-April 2026","","","","","","","","","Application fee ~125 CAD","Academic merit + research potential + leadership + alignment with program","","","","","","","","https://future.utoronto.ca/scholarships-international-students","","","2026-02-13","","$55M+ in awards; 5600+ scholarships; includes international student awards; Canada's #1 public research university","All African countries eligible","No restrictions - international welcome","Must be admitted to U of T graduate program","","Master's OR Doctoral","Graduate student","Not specified","Not applicable","5000","40000","CAD","12","Scholarship","Varies by award","Varies by award (5000-40000 CAD total)","Varies","Varies","Varies","Over 5600 awards valued at $55M+ annually","September 2026","Apply via U of T School of Graduate Studies portal","Application form, CV, transcripts, reference letters (number varies), statement of intent","Varies by award","Varies by award and program","Yes for some awards","Yes","Yes","Varies by award","Must attend U of Toronto","Varies","Yes","No","Yes for multi-year awards","https://apply.sgs.utoronto.ca/","gradinfo@sgs.utoronto.ca","+1-416-978-6614","Official U of T SGS website verified 2026-02-13"
"OP0045","Berkeley Fellowship for Graduate Study","University of California Berkeley","Fellowship","United States","North America","Open to all","","","All fields","","","","English proficiency required","","No","","","","","","","First year; then GSI/GSR support years 2-5","","December 1-15 2025 (varies by dept)","","","","","","September 2025","March 2026","","","","","","","","","Application fee ~140 USD","Academic excellence + research promise + contribution to diversity + leadership potential","","","","","","","","https://grad.berkeley.edu/financial/fellowships/","","","2026-02-13","","~350 top incoming PhD students; $38-40k/year first year; full tuition; public research university; strong diversity focus","All African countries eligible","No restrictions - international welcome","Must be admitted to UC Berkeley PhD program","","Doctoral (PhD)","First year PhD","Not specified","Not applicable","38000","40000","USD","12","Fellowship","Full tuition & fees waiver (CA resident level)","38000-40000 USD per year","Yes","Not specified","Not specified","Approximately 350 awards annually","August 2026","Apply via UC Berkeley Graduate Division online portal","Statement of purpose, CV, transcripts, 3 reference letters, writing sample (some depts), GRE (optional)","Varies by program","~12% overall","Yes","Yes","Yes","Yes - by cohort","Must be enrolled at Berkeley","No for first year; may TA/GSI years 2+","Yes","No","5 years total funding","https://gradapp.berkeley.edu/","graddean@berkeley.edu","+1-510-642-5472","Official UC Berkeley Graduate Division website verified 2026-02-13"
"OP0046","MEXT Japanese Government Scholarship (University Recommendation)","Japanese Ministry of Education Culture Sports Science & Technology","Scholarship","Japan","Asia","Open to all","","","All fields","","","","Japanese language proficiency OR English (program dependent)","","No","","","","","","","Renewable annually within program duration","","October 31 2025 (University of Tokyo)","","","","","","January 2026","April 2026","","","","","","","","","No fee","Academic excellence + research potential + language ability + university endorsement","","","","","","","","https://www.u-tokyo.ac.jp/en/prospective-students/mext_scholarship.html","","","2026-02-13","","JPY 144k/month = ~USD 1050/month; full funding including travel; cultural immersion; Japanese language training available","All African countries eligible","Non-Japanese nationals only","Must arrive in Japan for first time in Oct 2026","Under 35 years recommended","Master's OR Doctoral","Graduate student","Not specified","Not applicable","144000","144000","JPY","24 for Master's OR 36 for PhD","Scholarship","Full tuition covered","144000 JPY per month (~1050 USD)","Yes","Yes - arrival + return flights","Not specified","Varies by university","October 2026","University nomination then MEXT approval","Application form, research proposal, academic transcripts, health certificate, recommendation letter (2), language proficiency proof","Yes - by university","10-15%","Yes","Yes","Yes - cultural programs","No","Must study in Japan","May assist with undergraduate teaching","Yes - thesis research required","No","Possible with justification","https://www.studyinjapan.go.jp/en/","mext-scholarship@u-tokyo.ac.jp","Not specified","Official University of Tokyo website verified 2026-02-13"
"OP0047","Hong Kong PhD Fellowship Scheme (HKPFS)","Research Grants Council Hong Kong","Fellowship","Hong Kong SAR","Asia","Open to all","","","All fields","","","","English proficiency required (TOEFL/IELTS)","","No","","","","","","","Renewable annually for up to 4 years (3 years fellowship + 1 year extra)","","December 1 2025 (noon Hong Kong time)","","","","","","September 2025","May 2026","","","","","","","","","No fee","Academic excellence + research proposal quality + potential impact + innovation","","","","","","","","https://cerg1.ugc.edu.hk/hkpfs/index.html","","","2026-02-13","","HKD 28.4k/month = USD 3650/month; 400 fellowships annually; can apply to 2 programs/universities; 4 years total support","All African countries eligible","No restrictions - international applicants","Must study at Hong Kong UGC-funded university","","Doctoral (PhD)","Early-career PhD student","Not specified","Not applicable","28400","28400","HKD","48","Fellowship","Full tuition waiver","28400 HKD per month (~3650 USD)","Health insurance covered","Yes - 14200 HKD per year conference travel","Not specified","400 awards annually across 8 universities","September 2026","Online application via RGC portal then university nomination","Research proposal, CV, academic transcripts, 2 reference letters, publications (if any)","Yes - by university","~5%","Yes","Yes","Yes","Yes - annual cohort","Must study in Hong Kong","No","Yes - full-time doctoral research","Yes - publication expected","Fourth year conditional","https://cerg1.ugc.edu.hk/hkpfs/apply.html","hkpfs@ugc.edu.hk","+852-3943-3024","Official RGC Hong Kong website verified 2026-02-13"
"OP0048","China Government Scholarship (Chinese Government Scholarship - University Program)","China Scholarship Council (CSC)","Scholarship","China","Asia","Open to all (excluding Chinese nationals)","","","All fields","","","","Chinese OR English (program dependent)","","No","","","","","","","Renewable annually","","February 15 2026","","","","","","October 2025","May-June 2026","","","","","","","","","No fee","Academic merit + study plan quality + contribution to China-home country relations","","","","","","","","https://us.china-embassy.gov.cn/eng/lxfw/studyinchina/chinesegovernmentscholarship/","","","2026-02-13","","CNY 3000-3500/month = USD 420-490/month; covers 280+ Chinese universities; comprehensive support; Tsinghua/Peking University included","All African countries eligible","Non-Chinese nationals","Must study at Chinese institution","Under 40 for PhD OR under 35 for Master's","Master's OR Doctoral","Graduate student","Not specified","Not applicable","Not specified","3500","CNY","24 for Master's OR 48 for PhD","Scholarship","Full tuition waiver","3000-3500 CNY per month (~420-490 USD)","Yes","Yes - international airfare","Varies by program","Thousands of awards annually across 280+ universities","September 2026","Online via Study in China portal + university application","Application form, passport copy, academic transcripts, recommendation letters (2), study plan, health certificate, language proficiency","Varies by university","Varies widely by university and program","Yes","Yes","Yes - cultural activities","Yes - cohort by intake","Must study in China","No","Yes - thesis research","No","Possible with justification","http://www.campuschina.org","csc@moe.edu.cn","+86-10-6609-3900","Official China Scholarship Council website verified 2026-02-13"
"OP0049","Korean Government Scholarship Program - GKS Graduate","National Institute for International Education (NIIED) South Korea","Scholarship","South Korea","Asia","Open to all (excluding Korean nationals)","","","All fields","","","","Korean OR English (1 year Korean language training provided)","","No","","","","","","","Renewable annually within program duration","","Varies by embassy (typically Feb-Mar 2026)","","","","","","September 2026","June-July 2026","","","","","","","","","No fee","Academic achievement + study plan + Korean studies interest + leadership potential + country diversity","","","","","","","","https://www.studyinkorea.go.kr/en/sub/gks/allnew_invite.do","","","2026-02-13","","KRW 1M-1.5M/month = USD 750-1130/month; 1 year Korean language training; settlement allowance KRW 200k; 850 graduate awards/year","All African countries eligible","Non-Korean nationals with parents also non-Korean","Must attend Korean university","Under 40 for PhD OR under 35 for Master's","Master's OR Doctoral","Graduate student","Not specified - but strong academic record required","Not applicable","1000000","1500000","KRW","24 for Master's OR 36 for PhD (plus 1 year language)","Scholarship","Full tuition covered","1000000-1500000 KRW per month (~750-1130 USD)","Yes","Yes - round-trip airfare","Research support for dissertation","850 awards annually (graduate program)","September 2026 OR March 2027","Apply via Korean embassy in home country OR direct to Korean university","GKS application form, personal statement, study plan, recommendation letters (2), academic transcripts, health certificate, language proficiency","Yes - embassy and university stages","~8%","Yes","Yes","Yes - cultural immersion","Yes - GKS cohort","Must study in South Korea; 1 year Korean language mandatory","No","Yes - thesis research","No","Not typically","https://www.studyinkorea.go.kr/","gks@korea.kr","+82-2-3668-1374","Official NIIED Study in Korea website verified 2026-02-13"
